gene	rho	mean_logcpm	in_set	named	log2FC_per_division_per_day	P	FDR
ABHD11	0.0318878962905226	1.6950287573859	FALSE	FALSE			
ABHD12	0.308215827492479	5.03062754613071	FALSE	FALSE			
ABHD12B	-0.376452616703975	3.24863089010441	FALSE	FALSE			
ABHD13	-0.213533061382043	4.10544896334286	FALSE	FALSE			
ABHD14A	-0.0248121258308646	2.74646855237692	FALSE	FALSE			
ABHD14A-ACY1	0.0459854459060805	-2.27182877666178	FALSE	FALSE			
ABHD14B	0.060782014273668	5.14463732547932	FALSE	FALSE			
ABHD15	-0.213555675826008	3.2731142734725	FALSE	FALSE			
ABHD16A	-0.103755281119506	-2.28122282156789	FALSE	FALSE			
ABHD16B	-0.133039243541843	1.6805140355389	FALSE	FALSE			
ABHD17A	-0.0137977013863092	5.3499378560174	FALSE	FALSE			
ABHD17B	-0.150184052668296	3.52895144407719	FALSE	FALSE			
ABHD17C	0.401517922287193	3.99161867428683	FALSE	FALSE			
ABHD18	-0.178996724646487	4.09924669173027	FALSE	FALSE			
ABHD2	-0.332944636950843	6.85630044606548	FALSE	FALSE			
ABHD3	0.377411775188209	1.99206011789563	FALSE	FALSE			
ABHD4	-0.448856244740972	5.94212439814608	FALSE	FALSE			
ABHD5	0.0313385183322597	4.90005760775083	FALSE	FALSE			
ABHD6	-0.159261966569163	2.54989402204405	FALSE	FALSE			
ABHD8	-0.345468107938136	2.81681784811822	FALSE	FALSE			
ABI1	0.481294539190237	5.9953414610794	FALSE	FALSE			
ABI2	-0.297131009214831	6.6881091846052	FALSE	FALSE			
ABI3	0.385831635085818	-2.66600741314672	FALSE	FALSE			
ABI3BP	-0.0662975581331957	6.56205560193969	FALSE	FALSE			
ABITRAM	0.0408602194417514	3.18029899528123	FALSE	FALSE			
ABL1	0.0629883678442097	7.1508214937661	FALSE	FALSE			
ABL2	0.197552130969397	7.54176907642797	FALSE	FALSE			
ABLIM1	-0.393394916035229	3.07901087168525	FALSE	FALSE			
ABLIM2	-0.253781979709914	-1.04527642017869	FALSE	FALSE			
ABLIM3	0.0259945381867175	5.59916135348929	FALSE	FALSE			
ABO	-0.273858365907678	3.12697191166199	FALSE	FALSE			
ABR	-0.221366160664389	6.69566775277517	FALSE	FALSE			
ABRA	-0.0465911956358874	1.4776684155683	FALSE	FALSE			
ABRACL	0.65857154589495	2.40729137062115	FALSE	FALSE			
ABRAXAS1	0.126434125570105	3.82113970028188	FALSE	FALSE			
ABRAXAS2	0.0745358470393545	4.2202945692548	FALSE	FALSE			
ABT1	0.564550889895773	2.44709012629222	FALSE	FALSE			
ABTB1	-0.0828955398025853	3.39468651098331	FALSE	FALSE			
ABTB2	0.0520371958293893	2.61997441480853	FALSE	FALSE			
ABTB3	0.244014596856107	-1.70616143371485	FALSE	FALSE			
ACAA1	0.0289793047231917	3.95465962211675	FALSE	FALSE			
ACAA2	0.315334616405693	4.88602424979238	FALSE	FALSE			
ACACA	0.284244346856802	7.05549764130526	FALSE	FALSE			
ACACB	-0.502703956354819	3.29251317046507	FALSE	FALSE			
ACAD10	0.307586703863394	3.76589120269823	FALSE	FALSE			
ACAD11	-0.161522560798537	4.9572219896573	FALSE	FALSE			
ACAD8	0.0125705702427673	3.04684575858433	FALSE	FALSE			
ACAD9	0.379275681464433	4.44323353635064	FALSE	FALSE			
ACADM	0.279897442646653	3.87972977120092	FALSE	FALSE			
ACADS	0.1891915880391	1.79364639403955	FALSE	FALSE			
ACADSB	-0.132565530452483	5.34268548189792	FALSE	FALSE			
ACADVL	0.00605233934520901	5.90174821084784	FALSE	FALSE			
ACAN	-0.238207630181576	6.7726027172743	FALSE	FALSE			
ACAP1	-0.49474622258055	1.33851186014925	FALSE	FALSE			
ACAP2	-0.331976636729119	7.0065631250068	FALSE	FALSE			
ACAP3	-0.108419085434556	4.51470236233979	FALSE	FALSE			
ACAT1	0.397496972130275	4.20986111966205	FALSE	FALSE			
ACAT2	0.483322357676849	3.63700914747985	FALSE	FALSE			
ACBD3	0.150156847322174	6.26472039342134	FALSE	FALSE			
ACBD3-AS1	0.113527059202484	0.139728754113949	FALSE	FALSE			
ACBD4	-0.231351542891857	2.34960257760034	FALSE	FALSE			
ACBD5	0.0343151232648971	4.82228154826258	FALSE	FALSE			
ACBD6	0.110799383186869	4.36074607735324	FALSE	FALSE			
ACBD7	-0.117616872891775	4.34486843202238	FALSE	FALSE			
ACCS	-0.109613740196164	3.04613168067642	FALSE	FALSE			
ACD	0.238148288520346	3.11101649602255	FALSE	FALSE			
ACE	0.549211665584793	3.27198095286894	FALSE	FALSE			
ACER1	-0.166917210901232	-0.990514033563658	FALSE	FALSE			
ACER2	-0.348644842198187	0.882292919425885	FALSE	FALSE			
ACER3	0.390517950682765	5.15511748281985	FALSE	FALSE			
ACIN1	0.400454363287213	6.72614827478328	TRUE	FALSE	0.222209976392149	3.53876314363744e-07	4.70948177762276e-07
